,2013,2014,2015,2016,2017,2018,2019,2020,2021
Abbie Cornish,7.4,7.4,6.75,6.75,6.75,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667
Alex Pettyfer,6.1,6.1,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Lin Shaye,6.8,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.366666666666666,6.366666666666666,6.366666666666666
Cassi Davis,4.7,4.7,4.7,4.7,4.65,4.366666666666667,4.366666666666667,4.366666666666667,4.366666666666667
Irrfan Khan,7.4,7.4,7.4,7.4,7.0,7.0,7.0,7.0,7.0
Jemaine Clement,6.8,6.8,6.55,6.55,6.5,6.5,6.5,6.5,6.5
Selena Gomez,7.1,7.1,7.1,6.9,6.9,6.9,6.7,6.7,6.7
Olivia Munn,6.1,6.1,6.1,5.8,5.8,5.8,5.8,5.8,5.8
Suraj Sharma,7.9,7.9,7.45,7.45,7.45,7.45,7.45,7.033333333333334,7.033333333333334
Taylor Kitsch,6.55,6.55,6.55,6.55,6.55,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Dane DeHaan,7.0,7.0,7.0,7.0,7.0,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
Kodi Smit-McPhee,7.0,7.0,7.3,7.3,7.3,7.3,7.1000000000000005,7.1000000000000005,7.1000000000000005
Common,,7.3,7.3,7.3,7.3,7.3,6.833333333333333,6.833333333333333,6.833333333333333
William Fichtner,,6.4,6.1,6.1,6.1,6.1,6.066666666666666,6.066666666666666,6.066666666666666
Alexandra Daddario,,5.8,5.8,5.9,5.9,5.766666666666667,5.766666666666667,5.766666666666667,5.766666666666667
Jai Courtney,,5.3,6.0,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005
David Denman,,4.8,4.8,4.8,6.05,6.05,6.05,6.066666666666666,6.066666666666666
Jane Levy,,6.5,6.5,6.5,6.8,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995
Ansel Elgort,,,7.7,6.95,6.95,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667
Thomas Brodie-Sangster,,,6.8,6.55,6.55,6.55,6.433333333333334,6.433333333333334,6.433333333333334
Jeff Daniels,,,5.6,6.4,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Rob Riggle,,,6.0,6.0,6.0,6.0,6.2,6.2,6.2
Jake Johnson,,,6.4,6.4,6.4,6.4,7.1000000000000005,7.1000000000000005,7.1000000000000005
Carmen Ejogo,,,6.4,6.4,6.4,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667
Dylan Minnette,,,6.2,6.25,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334
Luke Evans,,,6.3,6.3,6.3,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
Dominic Cooper,,,6.35,6.35,6.5,6.5,6.5,6.5,6.5
Olivia Cooke,,,4.8,4.8,4.8,4.8,5.7,5.7,5.7
Brenton Thwaites,,,6.5,6.5,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333
Aaron Paul,,,6.4,6.4,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667
Karen Gillan,,,6.5,6.5,6.5,6.7,6.7,6.7,6.7
Felicity Jones,,,7.7,7.7,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333
Matthew Goode,,,7.65,7.266666666666667,7.266666666666667,7.266666666666667,7.266666666666667,7.266666666666667,7.266666666666667
Matthias Schoenaerts,,,7.1,7.1,7.1,7.1,6.933333333333333,6.933333333333333,6.933333333333333
Jamie Dornan,,,,4.1,4.1,4.35,4.3999999999999995,4.3999999999999995,4.3999999999999995
Eloise Mumford,,,,4.1,4.1,4.35,4.3999999999999995,4.3999999999999995,4.3999999999999995
O'Shea Jackson Jr.,,,,7.9,7.9,7.9,7.45,7.233333333333333,7.233333333333333
Amy Schumer,,,,6.2,6.2,5.35,5.3999999999999995,5.3999999999999995,5.3999999999999995
Britt Robertson,,,,6.75,6.75,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
Emilia Clarke,,,,6.3,6.85,6.85,6.866666666666667,6.866666666666667,6.866666666666667
Sally Hawkins,,,,7.2,7.2,7.25,7.433333333333334,7.433333333333334,7.433333333333334
Mark Rylance,,,,7.6,7.0,7.3,7.3,7.3,7.3
Amy Ryan,,,,7.6,6.966666666666666,6.966666666666666,6.966666666666666,6.966666666666666,6.966666666666666
Jack Huston,,,,7.1,6.2,6.2,6.2,6.2,6.2
Justice Smith,,,,6.3,6.3,6.3,6.25,6.366666666666667,6.366666666666667
Ben Whishaw,,,,6.9,6.9,6.9,7.133333333333334,7.133333333333334,7.133333333333334
Ed Skrein,,,,5.2,6.6,6.6,6.6,6.633333333333333,6.633333333333333
Jennifer Jason Leigh,,,,7.8,7.8,7.8,7.033333333333334,7.033333333333334,7.033333333333334
Walton Goggins,,,,7.8,7.8,7.8,7.066666666666666,7.066666666666666,7.066666666666666
Benedict Wong,,,,,7.5,7.5,7.2,6.7,6.7
Katherine Waterston,,,,,7.3,6.85,6.766666666666666,6.766666666666666,6.766666666666666
Kate McKinnon,,,,,5.2,5.7,5.7,5.7,5.7
John Gallagher Jr.,,,,,7.2,6.65,6.6000000000000005,6.6000000000000005,6.6000000000000005
Adam Devine,,,,,6.0,6.0,6.0,6.0,6.0
Zoey Deutch,,,,,6.050000000000001,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Christina Hendricks,,,,,5.6,5.6,5.466666666666666,5.466666666666666,5.466666666666666
Haley Lu Richardson,,,,,7.3,7.3,7.3,7.266666666666667,7.266666666666667
Dave Bautista,,,,,,7.8,7.8,7.266666666666667,7.266666666666667
Tom Holland,,,,,,7.0,7.0,7.166666666666667,7.166666666666667
Jacob Tremblay,,,,,,8.0,6.7,6.7,6.7
Jessica Rothe,,,,,,6.5,6.6,6.466666666666666,6.466666666666666
Amandla Stenberg,,,,,,6.4,6.5,6.5,6.5
Ben Mendelsohn,,,,,,7.4,7.45,7.266666666666667,7.266666666666667
Isabela Merced,,,,,,,7.199999999999999,6.8,6.8
Dougray Scott,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999
Carmen Electra,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Clint Eastwood,6.4,6.4,6.4,6.4,6.4,6.4,6.7,6.7,6.7
Neve Campbell,5.6,5.6,5.6,5.6,5.6,5.6,5.699999999999999,5.699999999999999,5.699999999999999
Elizabeth Daily,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Tara Strong,6.1,6.1,6.1,6.1,6.1,6.1,6.449999999999999,6.449999999999999,6.449999999999999
Paulo Costanzo,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Jesse Bradford,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Gary Sinise,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Adam Garcia,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Schuyler Fisk,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
John Witherspoon,5.300000000000001,5.300000000000001,5.300000000000001,5.300000000000001,5.300000000000001,5.300000000000001,5.300000000000001,5.300000000000001,5.300000000000001
Matthew Perry,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Isaiah Washington,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Kerr Smith,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001
Chris O'Donnell,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Aunjanue Ellis,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Keith David,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Patrick Warburton,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
Patricia Arquette,5.3,5.3,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Rhys Ifans,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Anthony LaPaglia,5.7,5.7,5.7,5.7,5.7,6.1,6.1,6.1,6.1
Jenna Elfman,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Tony Goldwyn,5.9,5.9,5.9,5.9,5.9,6.0,6.0,6.0,6.0
Richard Harris,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Chris Tucker,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
John Hannah,6.3,6.3,6.3,6.3,6.3,6.3,6.15,6.15,6.15
Sam Neill,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
William H. Macy,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Shannon Elizabeth,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Hector Elizondo,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05
Christopher Eccleston,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Fionnula Flanagan,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
Matthew Davis,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999
Jeff Goldblum,5.1,5.1,5.1,5.1,5.15,5.15,5.15,5.15,5.15
Michael J. Fox,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Corey Burton,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
Dylan Baker,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95
Joe Viterelli,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
James Gandolfini,6.1,6.1,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Stephen Dillane,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
Edward Asner,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Skye McCole Bartusiak,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25
Rachel Griffiths,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25
Mary McCormack,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Gabriel Macht,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Christine Taylor,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Matt O'Leary,5.6,5.6,5.6,5.6,5.6,5.6,5.9,5.9,5.9
Delroy Lindo,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
John Hawkes,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
Til Schweiger,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999
Burt Reynolds,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Marsha Thomason,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95
Heather Graham,6.8,6.8,6.8,6.8,5.1,5.1,5.1,5.1,5.1
Ian Holm,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Jaime Pressly,5.7,5.7,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Eric Christian Olsen,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Christopher Lee,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Nia Vardalos,6.5,6.5,6.5,6.5,6.25,6.25,6.25,6.25,6.25
Michael Constantine,6.5,6.5,6.5,6.5,6.25,6.25,6.25,6.25,6.25
Rip Torn,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45
Freddie Prinze Jr.,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Marton Csokas,5.9,5.9,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001
Eric Lloyd,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15
Samantha Morton,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
David Dorfman,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Mekhi Phifer,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999
Wesley Snipes,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001
Kris Kristofferson,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001
Hilary Swank,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35
Jonathan Lipnicki,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Chris Pontius,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Olivier Martinez,6.7,6.7,6.7,6.7,6.7,6.7,6.65,6.65,6.65
Amanda Bynes,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Izabella Scorupco,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
Colin Hanks,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Peter Stormare,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Noah Emmerich,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Harold Gould,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999,4.699999999999999
James Brolin,3.3,3.3,3.3,5.1,5.1,5.1,5.1,5.1,5.1
Juliette Lewis,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.699999999999999,5.699999999999999
Denise Richards,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
Daniel Day-Lewis,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Martin Short,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95
Albert Brooks,8.1,8.1,8.1,8.1,7.699999999999999,7.699999999999999,7.699999999999999,7.699999999999999,7.699999999999999
Ellen DeGeneres,8.1,8.1,8.1,8.1,7.699999999999999,7.699999999999999,7.699999999999999,7.699999999999999,7.699999999999999
James Caan,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Bob Newhart,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Jordi Mollà,6.6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
LL Cool J,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Jeff Garlin,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
James D'Arcy,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
David Carradine,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05
Michael Madsen,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05
Tim Blake Nelson,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.2,6.2
Jennifer Tilly,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Terence Stamp,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Jason Flemyng,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Mae Whitman,5.4,5.4,5.4,5.95,5.95,5.95,5.95,5.95,5.95
Kiefer Sutherland,7.0,7.0,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Raoul Bova,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999
Lindsay Duncan,6.8,6.8,6.8,6.8,6.8,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999
Dean Cain,6.5,6.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Lynn Whitfield,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
Kevin Nealon,5.1,5.1,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Alison Lohman,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Joan Allen,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85
Alan Tudyk,7.1,7.1,7.1,7.1,7.449999999999999,7.449999999999999,7.449999999999999,7.449999999999999,7.449999999999999
William Hurt,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Snoop Dogg,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
Tom Kenny,7.1,7.1,7.1,6.55,6.55,6.55,6.55,6.55,6.55
Gena Rowlands,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15
Clifton Powell,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Shawn Wayans,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Bette Midler,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Dax Shepard,5.9,5.9,5.9,5.9,5.9,5.95,5.95,5.95,5.95
Colm Feore,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.25,6.25
Judy Greer,6.2,6.2,6.2,6.6,6.6,6.6,6.6,6.6,6.6
Sienna Guillory,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
Oded Fehr,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Timothy Hutton,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
William Moseley,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Freddie Highmore,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55
Adam Brody,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.65,6.65
Romany Malco,7.1,7.1,7.1,7.1,6.1,6.1,6.1,6.1,6.1
Wanda Sykes,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15
Aleisha Allen,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
Cheryl Hines,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15
Melissa George,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Jimmy Bennett,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Kelly Preston,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
Michael Angarano,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Danielle Panabaker,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Craig Bierko,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55
Deborah Kara Unger,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Emily Watson,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Steve Harris,5.8,5.8,5.8,5.8,5.8,5.8,5.5,5.5,5.5
Joy Bryant,6.5,6.5,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Alexis Bledel,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
Matthew Macfadyen,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999
Gary Cole,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
Ken Davitian,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05
Adrian Grenier,6.9,6.9,6.9,6.75,6.75,6.75,6.75,6.75,6.75
Ricky Gervais,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Dick Van Dyke,6.4,6.4,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001
Bill Pullman,5.1,5.1,5.1,5.1,5.15,5.15,5.15,5.15,5.15
Moon Bloodgood,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Ana de la Reguera,5.7,5.7,5.7,5.7,5.7,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001
Stephen Rea,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Boris Kodjoe,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Jeremy Irons,5.1,5.1,5.1,5.1,5.4,5.4,5.4,5.4,5.4
Virginia Madsen,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Adam Campbell,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996,2.5999999999999996
Milo Ventimiglia,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.3,7.3
Camilla Belle,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Katie Cassidy,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15
Angela Lansbury,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Laurie Holden,6.5,6.5,6.05,6.05,6.05,6.05,6.05,6.05,6.05
Jesse Metcalfe,5.8,5.8,5.8,5.8,5.1,5.1,5.1,5.1,5.1
Arielle Kebbel,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999
L. Scott Caldwell,6.9,6.9,6.9,6.25,6.25,6.25,6.25,6.25,6.25
Giancarlo Esposito,6.4,6.4,6.4,6.35,6.35,6.35,6.35,6.35,6.35
David Wenham,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25
Patton Oswalt,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.25,7.25
David Cross,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85
Hiroyuki Sanada,6.2,6.2,6.2,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001,6.550000000000001
Terry Crews,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999,5.449999999999999
Roselyn Sanchez,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
John Michael Higgins,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999
Scott Patterson,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Columbus Short,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Meagan Good,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Tyler Mane,6.1,6.1,6.1,6.1,6.1,6.1,6.1,5.5,5.5
Scott Porter,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Rhona Mitra,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Kal Penn,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Robert Knepper,6.3,6.3,6.3,6.3,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999
Dylan McDermott,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75
Penelope Ann Miller,5.4,5.4,5.4,5.4,5.9,5.9,5.9,5.9,5.9
Jae Head,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Mathieu Amalric,6.6,6.6,7.35,7.35,7.35,7.35,7.35,7.35,7.35
Kim Cattrall,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05
Cynthia Nixon,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05
Liv Tyler,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45,6.45
Vanessa Hudgens,4.8,4.8,4.8,4.8,4.8,4.8,5.3,5.3,5.3
Jessica Lucas,7.0,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
Lizzy Caplan,7.0,7.0,7.0,6.7,6.7,6.7,6.7,6.7,6.7
Matthew Fox,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Sarah Bolger,6.5,6.5,6.5,5.85,5.85,5.85,5.85,5.85,5.85
David Strathairn,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Mary-Louise Parker,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
Billy Ray Cyrus,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
Briana Evigan,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Cassie Ventura,6.2,6.2,6.2,6.2,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001
Betsy Russell,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999,5.699999999999999
Kevin McKidd,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Emile Hirsch,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.85,6.85
Louis C.K.,5.5,5.5,5.5,5.5,6.0,6.0,6.0,6.0,6.0
Beau Bridges,5.4,5.4,5.4,5.4,5.4,5.9,5.9,5.9,5.9
Ludacris,5.4,5.4,5.4,5.4,5.4,5.4,4.550000000000001,4.550000000000001,4.550000000000001
50 Cent,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5
Stephen Colbert,6.4,6.4,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Tim McGraw,7.6,7.6,7.6,7.6,7.6,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999
Adewale Akinnuoye-Agbaje,5.8,5.8,5.65,5.65,5.65,5.65,5.65,5.65,5.65
Jayma Mays,5.2,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25
Raini Rodriguez,5.2,5.2,5.2,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001
Leland Orser,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05
Mélanie Laurent,8.3,8.3,8.3,8.3,8.3,8.3,7.45,7.45,7.45
Catherine O'Hara,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001
Anika Noni Rose,7.1,7.1,7.1,7.1,7.1,6.75,6.75,6.75,6.75
Alexander Ludwig,5.7,5.7,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Thomas Lennon,6.3,6.3,6.3,6.3,6.3,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999
Ron Livingston,7.1,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Adam Rodriguez,4.5,4.5,4.5,5.05,5.05,5.05,5.05,5.05,5.05
Anna Friel,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
Jorma Taccone,5.3,5.3,5.3,5.3,6.0,6.0,6.0,6.0,6.0
Mo'Nique,7.3,7.3,7.3,7.3,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
Xavier Samuel,5.0,5.0,5.0,5.0,5.7,5.7,5.7,5.7,5.7
