,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ciarán Hinds,5.433333333333334,5.433333333333334,5.433333333333334,5.5,5.5,5.5,5.5,5.5,5.5
Aaron Taylor-Johnson,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.95,6.95,6.95,6.95,6.95
Sean Penn,7.15,7.0,7.0,6.7,6.7,6.7,6.7,6.7,6.7
Michael Sheen,6.8,6.8,6.8,6.8999999999999995,6.8999999999999995,6.625,6.625,6.625,6.625
Cillian Murphy,7.0,7.0,6.766666666666667,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001
Kyra Sedgwick,6.5,6.5,6.5,6.5,6.7,6.7,6.7,6.7,6.7
Sanaa Lathan,6.05,6.05,6.05,5.8999999999999995,5.8999999999999995,5.975,5.975,5.975,5.975
Alfred Molina,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.65,6.65,6.65,6.65,6.65
Diane Kruger,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.175000000000001,7.175000000000001,7.175000000000001,7.175000000000001,7.175000000000001
Bruce Greenwood,6.533333333333334,6.533333333333334,6.4750000000000005,6.4750000000000005,6.4750000000000005,6.4750000000000005,6.4750000000000005,6.4750000000000005,6.4750000000000005
Sean Astin,6.8,6.8,6.1,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999
Susan Sarandon,6.55,6.5,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Jon Heder,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
Stellan Skarsgård,6.066666666666666,6.275,6.275,6.275,6.275,6.275,6.275,6.275,6.275
Ginnifer Goodwin,6.7,6.7,6.7,6.7,7.025,7.025,7.025,7.025,7.025
Garrett Hedlund,6.8,6.8,6.933333333333334,6.625,6.625,6.625,6.625,6.625,6.625
Mickey Rourke,7.0,7.0,6.875,6.875,6.875,6.875,6.875,6.875,6.875
Kristin Davis,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Sacha Baron Cohen,6.525,6.525,6.525,6.525,6.525,6.525,6.525,6.525,6.525
Jaden Smith,6.566666666666666,6.125,6.125,6.125,6.125,6.125,6.125,6.125,6.125
Zachary Levi,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,6.0,6.0
Mary Elizabeth Winstead,5.8,5.55,5.55,5.55,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.0,6.0
Fred Willard,4.533333333333333,4.533333333333333,4.533333333333333,4.533333333333333,4.275,4.275,4.275,4.275,4.275
Topher Grace,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.7,6.575,6.575
Megan Fox,6.5,6.5,6.266666666666667,6.266666666666667,6.2,6.2,6.2,6.2,6.2
Brendan Gleeson,7.5,7.5,7.7,7.433333333333334,7.0,7.0,7.0,7.0,7.0
Edgar Ramírez,8.0,8.0,8.0,6.633333333333333,6.633333333333333,6.6499999999999995,6.6499999999999995,6.6499999999999995,6.6499999999999995
Lena Headey,7.6,6.65,6.5,6.5,6.5,6.5,6.5,6.65,6.65
Timothy Olyphant,6.674999999999999,6.674999999999999,6.674999999999999,6.674999999999999,6.674999999999999,6.674999999999999,6.674999999999999,6.674999999999999,6.674999999999999
Dane Cook,6.15,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Olga Kurylenko,6.449999999999999,6.633333333333333,6.55,6.55,6.55,6.55,6.55,6.55,6.55
Sienna Miller,7.6,7.6,7.6,7.1,7.1,6.933333333333333,6.933333333333333,6.85,6.85
Dan Fogler,5.6,5.75,5.75,5.75,6.266666666666667,6.266666666666667,6.35,6.35,6.35
Alan Arkin,7.1,7.1,7.066666666666666,7.066666666666666,7.066666666666666,6.949999999999999,6.949999999999999,6.949999999999999,6.949999999999999
Cliff Curtis,5.1,5.1,5.1,5.1,5.699999999999999,5.699999999999999,5.699999999999999,6.125,6.125
Taylor Lautner,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025
Olivia Wilde,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.725,5.725,5.725,5.725,5.725,5.725
Andrew Garfield,7.300000000000001,7.300000000000001,7.066666666666667,7.066666666666667,7.325000000000001,7.325000000000001,7.325000000000001,7.325000000000001,7.325000000000001
Benicio Del Toro,6.15,6.15,6.15,6.633333333333333,6.633333333333333,6.633333333333333,6.75,6.75,6.75
Elle Fanning,7.0,7.0,7.0,7.0,7.0,6.766666666666667,6.766666666666667,6.725,6.725
Jared Harris,7.5,7.5,6.466666666666666,6.466666666666666,6.625,6.625,6.625,6.625,6.625
Charlie Day,6.9,6.9,6.7,6.7,6.7,6.425000000000001,6.425000000000001,6.425000000000001,6.425000000000001
Casey Affleck,6.2,6.2,6.2,6.2,6.775,6.775,6.775,6.775,6.775
Asa Butterfield,7.5,7.05,7.05,7.05,6.933333333333334,6.800000000000001,6.800000000000001,6.800000000000001,6.800000000000001
Saoirse Ronan,6.8,6.8,6.8,7.15,7.15,7.233333333333334,7.000000000000001,7.000000000000001,7.000000000000001
Richard Armitage,7.8,7.8,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Seth MacFarlane,6.9,6.9,6.5,6.433333333333334,6.6,6.6,6.6,6.6,6.6
Sarah Silverman,7.7,7.7,7.7,7.7,7.2,7.033333333333334,7.050000000000001,7.050000000000001,7.050000000000001
Sam Claflin,6.1,6.1,5.6,5.6,6.2,6.2,6.300000000000001,6.300000000000001,6.300000000000001
Bryan Cranston,7.0,7.0,7.0,7.0,7.025,7.025,7.025,7.025,7.025
Armie Hammer,5.6,6.0,6.0,6.433333333333334,6.425000000000001,6.425000000000001,6.425000000000001,6.425000000000001,6.425000000000001
Frank Grillo,6.8,6.8,6.6,6.6,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.375,6.375
Michael Shannon,,7.0,7.0,7.0,7.25,7.266666666666667,7.1,7.1,7.1
Charlie Hunnam,,6.9,6.9,6.7,6.7,6.675000000000001,6.675000000000001,6.675000000000001,6.675000000000001
Andrea Riseborough,,7.0,7.35,7.35,7.35,7.133333333333333,7.1499999999999995,7.1499999999999995,7.1499999999999995
Tika Sumpter,,4.8,5.5,5.5,5.633333333333333,5.633333333333333,5.425,5.425,5.425
Eugenio Derbez,,7.5,7.5,7.5,7.5,6.7,6.466666666666666,6.35,6.35
Theo James,,,6.7,6.45,6.2,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005
Laura Dern,,,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,6.925,6.925
Dylan O'Brien,,,6.8,6.55,6.55,6.433333333333334,6.375,6.375,6.375
Kaya Scodelario,,,6.8,6.55,6.55,6.55,6.433333333333334,6.375,6.375
Adam Driver,,,6.6,6.449999999999999,6.449999999999999,6.633333333333333,6.85,6.85,6.85
Luke Bracey,,,6.5,6.1000000000000005,6.6,6.6,6.6,6.6,6.6
Daniel Brühl,,,6.8,6.8999999999999995,6.8999999999999995,6.925,6.925,6.925,6.925
Gugu Mbatha-Raw,,,7.1,7.1,7.033333333333334,7.033333333333334,7.033333333333334,6.9750000000000005,6.9750000000000005
John Boyega,,,,7.9,7.9,7.3999999999999995,6.949999999999999,6.949999999999999,6.949999999999999
Oscar Isaac,,,,7.800000000000001,7.800000000000001,7.800000000000001,7.400000000000001,7.000000000000001,7.000000000000001
Mindy Kaling,,,,8.1,8.1,8.1,6.166666666666667,6.25,6.25
Rebecca Ferguson,,,,7.4,7.1,7.1,7.1,6.799999999999999,6.799999999999999
Taron Egerton,,,,7.7,7.550000000000001,7.266666666666667,7.266666666666667,7.275,7.275
Mahershala Ali,,,,,6.9,6.9,7.833333333333333,7.7,7.7
Keegan-Michael Key,,,,,6.2,6.2,5.933333333333334,5.675000000000001,5.675000000000001
Tiffany Haddish,,,,,6.2,6.2,5.733333333333333,5.949999999999999,5.949999999999999
Gal Gadot,,,,,5.9,6.566666666666667,6.700000000000001,6.700000000000001,6.700000000000001
James Corden,,,,,,3.3,5.5,4.8,4.8
Kumail Nanjiani,,,,,,6.75,6.75,6.325,6.325
John Cena,,,,,,6.7,6.566666666666666,6.15,6.15
Jeffrey Tambor,6.65,6.65,6.65,6.65,6.65,6.65,6.833333333333333,6.833333333333333,6.833333333333333
Connie Nielsen,7.1,7.1,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Teri Polo,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667
Blythe Danner,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005
Alfre Woodard,6.95,6.95,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Janet Jackson,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Lucy Liu,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667,5.666666666666667
Jason Isaacs,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
James Garner,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667
David Arquette,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333
Courteney Cox,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Harvey Keitel,6.366666666666666,6.366666666666666,6.366666666666666,6.366666666666666,6.366666666666666,6.366666666666666,6.366666666666666,6.366666666666666,6.366666666666666
Elisabeth Shue,5.9,5.9,5.9,5.9,5.9,5.9,6.066666666666667,6.066666666666667,6.066666666666667
Spencer Breslin,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Tim Robbins,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Piper Perabo,5.133333333333334,5.133333333333334,5.133333333333334,5.133333333333334,5.133333333333334,5.133333333333334,5.133333333333334,5.133333333333334,5.133333333333334
Mike Epps,6.2,6.2,6.2,6.2,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333
Glenn Close,5.1,5.1,5.1,5.1,5.1,5.233333333333333,5.233333333333333,5.233333333333333,5.233333333333333
Ioan Gruffudd,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333,5.633333333333333
Orlando Jones,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Cole Hauser,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334
Téa Leoni,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Frances O'Connor,6.6,6.6,6.6,6.6,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
Mark Addy,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Billy Crystal,6.85,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Josh Hartnett,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333
Tim Roth,6.2,6.2,6.2,6.2,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667
Iain Glen,6.05,6.05,6.05,6.05,6.05,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667
Daryl Sabara,4.966666666666666,4.966666666666666,4.966666666666666,4.966666666666666,4.966666666666666,4.966666666666666,4.966666666666666,4.966666666666666,4.966666666666666
Selma Blair,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Gemma Jones,6.35,6.35,6.35,6.35,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995
John C. McGinley,4.5,4.5,4.5,4.5,4.5,5.033333333333333,5.033333333333333,5.033333333333333,5.033333333333333
Rufus Sewell,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
Shannyn Sossamon,6.25,6.25,6.25,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334
Franka Potente,7.733333333333333,7.733333333333333,7.733333333333333,7.733333333333333,7.733333333333333,7.733333333333333,7.733333333333333,7.733333333333333,7.733333333333333
Joseph Fiennes,7.6,7.6,6.8,6.8,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
Tony Shalhoub,6.199999999999999,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666
Jennifer Love Hewitt,5.533333333333334,5.533333333333334,5.533333333333334,5.533333333333334,5.533333333333334,5.533333333333334,5.533333333333334,5.533333333333334,5.533333333333334
Danny DeVito,5.95,5.95,5.95,5.95,5.95,5.95,5.95,6.066666666666666,6.066666666666666
Seth Green,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333
Max von Sydow,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Martin Henderson,7.1,7.1,7.1,7.1,7.1,7.1,6.466666666666666,6.466666666666666,6.466666666666666
Brian Cox,7.066666666666667,7.066666666666667,7.066666666666667,7.066666666666667,7.066666666666667,7.066666666666667,7.066666666666667,7.066666666666667,7.066666666666667
John Turturro,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666
Liam Aiken,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334,6.533333333333334
Eve,6.0,6.0,6.0,6.0,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666
Hugh Laurie,6.3,6.3,6.3,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
Bam Margera,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667
Steve-O,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667
Shad Moss,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333,5.333333333333333
Adam Scott,6.4,6.4,6.4,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667
Daryl Hannah,7.833333333333333,7.833333333333333,7.833333333333333,7.833333333333333,7.833333333333333,7.833333333333333,7.833333333333333,7.833333333333333,7.833333333333333
Rachael Harris,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666
Carrie-Anne Moss,6.933333333333334,6.933333333333334,6.933333333333334,6.933333333333334,6.933333333333334,6.933333333333334,6.933333333333334,6.933333333333334,6.933333333333334
Claire Danes,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333
Jack Nicholson,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667,7.166666666666667
Luis Guzmán,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Jamie Lee Curtis,5.75,5.75,5.75,5.75,5.75,5.75,5.75,6.466666666666666,6.466666666666666
Lindsay Lohan,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666
Kathryn Hahn,6.4,6.4,6.4,6.4,6.300000000000001,6.066666666666667,6.066666666666667,6.066666666666667,6.066666666666667
Sally Field,6.05,6.05,6.05,6.05,6.233333333333333,6.233333333333333,6.233333333333333,6.233333333333333,6.233333333333333
Paul Bettany,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995
Uma Thurman,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334
Jerry O'Connell,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667
Diego Luna,7.4,7.4,7.4,7.4,7.6,6.8,6.8,6.8,6.8
Bonnie Hunt,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Emmy Rossum,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667
Lauren Graham,6.2,6.2,6.2,6.2,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
Scott Speedman,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
Monica Bellucci,6.566666666666667,6.566666666666667,6.566666666666667,6.566666666666667,6.566666666666667,6.566666666666667,6.566666666666667,6.566666666666667,6.566666666666667
Maggie Gyllenhaal,6.2,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667
Matthew Broderick,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Craig T. Nelson,7.35,7.35,7.35,7.35,7.35,7.35,7.433333333333333,7.433333333333333,7.433333333333333
Holly Hunter,8.0,8.0,8.0,8.0,8.0,7.75,7.7,7.7,7.7
Debra Messing,6.05,6.05,6.05,6.05,6.05,6.05,6.566666666666666,6.566666666666666,6.566666666666666
Patricia Clarkson,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667
Lucas Black,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333
Doug Jones,6.9,6.9,6.9,6.9,6.9,7.033333333333334,7.033333333333334,7.033333333333334,7.033333333333334
John Hurt,6.4,6.4,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667,6.266666666666667
Cary Elwes,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666
Leigh Whannell,7.6,7.6,7.6,6.85,6.85,6.85,6.466666666666666,6.466666666666666,6.466666666666666
Chad Michael Murray,5.9,5.35,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Jennifer Coolidge,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997
Dan Byrd,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Tilda Swinton,7.300000000000001,7.300000000000001,7.300000000000001,7.300000000000001,7.300000000000001,7.300000000000001,7.300000000000001,7.300000000000001,7.300000000000001
Georgie Henley,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666
Skandar Keynes,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666,6.566666666666666
David Schwimmer,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667
Amber Valletta,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666
Adrien Brody,6.800000000000001,6.800000000000001,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334,7.233333333333334
Michael Chiklis,6.15,6.15,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
Brad Garrett,6.8,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334,6.433333333333334
Peter Sarsgaard,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005
Jane Fonda,5.6,5.6,6.1,6.1,6.1,6.1,6.099999999999999,6.099999999999999,6.099999999999999
Djimon Hounsou,6.9,6.9,6.9,6.9,6.9,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
George Lopez,4.733333333333333,4.733333333333333,4.733333333333333,4.733333333333333,4.733333333333333,4.733333333333333,4.733333333333333,4.733333333333333,4.733333333333333
Amber Tamblyn,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334
America Ferrera,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.733333333333333,6.733333333333333
Vincent Cassel,7.3,7.3,7.3,7.3,7.066666666666666,7.066666666666666,7.066666666666666,7.066666666666666,7.066666666666666
Larry the Cable Guy,6.6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Jean Reno,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Jon Favreau,5.65,5.65,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Matt Dillon,5.9,5.9,5.9,5.9,5.9,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333
Kristin Chenoweth,5.5,5.5,5.5,5.1,5.1,5.433333333333333,5.433333333333333,5.433333333333333,5.433333333333333
Oprah Winfrey,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,5.866666666666666,5.866666666666666,5.866666666666666
Matt Bomer,5.8,5.8,5.8,5.699999999999999,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666,6.266666666666666
Thomas Haden Church,6.2,6.2,6.0,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666,6.066666666666666
Alice Braga,6.800000000000001,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334
Michael Cera,6.25,6.25,6.25,6.25,6.25,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005
AnnaSophia Robb,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005
Ray Winstone,6.4,6.4,6.4,6.033333333333334,6.033333333333334,6.033333333333334,6.033333333333334,6.033333333333334,6.033333333333334
Costas Mandylor,5.766666666666666,5.766666666666666,5.766666666666666,5.766666666666666,5.766666666666666,5.766666666666666,5.766666666666666,5.766666666666666,5.766666666666666
Sharon Leal,5.300000000000001,5.300000000000001,5.266666666666667,5.266666666666667,5.266666666666667,5.266666666666667,5.266666666666667,5.266666666666667,5.266666666666667
Juliette Binoche,6.7,6.7,6.7,6.800000000000001,6.800000000000001,6.633333333333334,6.633333333333334,6.633333333333334,6.633333333333334
Terrence Howard,7.300000000000001,7.300000000000001,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667
Billy Burke,5.2,5.2,5.2,5.2,5.75,5.75,5.633333333333333,5.633333333333333,5.633333333333333
Ben Barnes,6.4,6.4,6.4,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005
Michelle Yeoh,5.2,5.2,5.2,5.2,5.45,5.45,5.933333333333334,5.933333333333334,5.933333333333334
Danny McBride,6.1,6.1,6.1,6.1,6.1,6.2,6.2,6.2,6.2
Jim Sturgess,6.85,6.85,6.85,6.85,6.85,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
Lake Bell,6.1,6.1,6.1,6.449999999999999,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666
Jamie Bell,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.8999999999999995,6.8999999999999995
Frances McDormand,7.0,7.0,7.0,6.85,6.85,7.3,7.3,7.3,7.3
Adam Sevani,6.2,6.2,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333,6.133333333333333
Keri Russell,6.0,6.0,6.8,6.8,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
Kevin Sorbo,2.8,2.8,3.75,3.75,3.75,4.066666666666666,4.066666666666666,4.066666666666666,4.066666666666666
John Cho,6.6,6.15,6.15,6.15,6.15,6.15,6.633333333333333,6.633333333333333,6.633333333333333
Rainn Wilson,6.4,6.4,6.4,6.4,6.4,6.2,6.033333333333334,6.033333333333334,6.033333333333334
Hank Azaria,5.7,5.566666666666666,5.566666666666666,5.566666666666666,5.566666666666666,5.566666666666666,5.566666666666666,5.566666666666666,5.566666666666666
Maggie Grace,7.05,7.05,7.05,6.7,6.7,6.7,6.7,6.7,6.7
Jackie Earle Haley,6.4,6.4,6.4,6.4,6.400000000000001,6.400000000000001,6.400000000000001,6.400000000000001,6.400000000000001
Emma Roberts,5.4,6.2,6.2,6.2,6.3,6.3,6.3,6.3,6.3
Rashida Jones,7.05,7.05,7.05,7.05,7.05,7.05,6.8,6.8,6.8
Mia Wasikowska,6.4,6.4,6.4,6.45,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667,6.366666666666667
Russell Brand,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666
Dev Patel,4.1,4.1,4.1,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333
Rooney Mara,6.45,6.45,6.45,6.2,6.2,6.2,6.2,6.2,6.2
Rebecca Hall,7.5,7.5,6.9,6.9,6.9,6.9,5.866666666666667,5.866666666666667,5.866666666666667
Zachary Gordon,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
Robert Capron,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
Carey Mulligan,6.2,6.7,6.7,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
Jack McBrayer,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Isla Fisher,7.25,7.25,7.25,7.25,6.8,6.8,6.8,6.8,6.8
Evangeline Lilly,7.1,7.1,7.1,7.199999999999999,7.199999999999999,7.199999999999999,7.166666666666667,7.166666666666667,7.166666666666667
