timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2013-08-09T20:08:12,"""If you destroy an entire generation of peoples' culture, it's as if they never existed."" Where were these men during the Vietnam War, America?",0,0,SORCelement,felsazClWcI,-0.1,2013-08-09 20:08:12,True,True
2013-08-09T21:01:01,Top  of  the game  cast  WoW.,0,0,Red Wan,felsazClWcI,0.06666666666666667,2013-08-09 21:01:01,True,True
2013-08-09T21:33:42,Vietnam has monuments?,0,0,Ian Rowland,felsazClWcI,0.0,2013-08-09 21:33:42,True,True
2013-08-10T05:01:58,Fantastic Mr. Fox meets The Good German.,0,0,ravishingravi,felsazClWcI,0.3666666666666667,2013-08-10 05:01:58,True,True
2013-08-10T06:59:36,Pretty much the Flying Hellfish from the Simpsons,0,0,Anthony Trinh,felsazClWcI,0.225,2013-08-10 06:59:36,True,True
2013-08-10T07:34:14,"Looks stupid...almost every world war 2 movie that has been made since 2008 is kinda stupid, because it has too much humor, I don't think they would be cracking jokes if somebody stepped on an explosive..",0,0,Женя У,felsazClWcI,-0.29999999999999993,2013-08-10 07:34:14,True,True
2013-08-10T08:03:10,I'd call it MONUMENTAL ACTORS !   sweet !,0,0,Jess Breheret,felsazClWcI,0.4375,2013-08-10 08:03:10,True,True
2013-08-10T12:06:17,"Great,  another film about the NAZI'S.",0,0,john rankin,felsazClWcI,0.8,2013-08-10 12:06:17,True,True
2013-08-10T12:06:26,"Great,  another film about the NAZI'S.",0,0,john rankin,felsazClWcI,0.8,2013-08-10 12:06:26,True,True
2013-08-10T13:25:59,why is the first 5 seconds of the trailer in 140p?,0,0,Daro kin,felsazClWcI,0.25,2013-08-10 13:25:59,True,True
2013-08-10T21:04:41,What's the song in this called?,0,0,Ihaka Pink,felsazClWcI,0.0,2013-08-10 21:04:41,True,True
2013-08-10T22:15:18,like for george clooney,0,0,Saqib Muhammad Ibrahim,felsazClWcI,0.0,2013-08-10 22:15:18,True,True
